"POINT_ID","NUTS0","NUTS1","NUTS2","TH_LAT","TH_EW","TH_LONG","SURVEY_DATE","OBS_TYPE","GPS_PROJ","GPS_PREC","GPS_LAT","GPS_EW","GPS_LONG","GPS_ALT","OBS_DIST","OBS_DIR","LC1","LC1_SPECIES","LC1_PCT","LC2","LC2_SPECIES","LC2_PCT","OBS_RADIUS","LU1","LU2","AREA_SIZE","TREE_HEIGHT_SRV","FEATURE_WIDTH","LAND_MNGT","WM","WM_SOURCE","WM_TYPE","WM_DELIVERY","SOIL_TAKEN","SOIL_PLOUGH","SOIL_CROP","SOIL_STONES","TRANSECT","PHOTO_P","PHOTO_N","PHOTO_E","PHOTO_S","PHOTO_W"
45322158,"IT","ITI","ITI2",42.495221000000001,"E",12.558944,"02/01/09","3","X",8888,88.888887999999994,"8",88.888887999999994,8888,88888,1,"C10","C18",3,"8","",0,2,"U120","8",4,2,2,3,8,0,0,0,3,0,0,0,"PI( C10 62 E20 C10 24 62 C10 62 C10 )PI",8,2,2,2,2
45322590,"IT","ITH","ITH4",46.388199,"E",12.740831,"02/01/09","3","X",8888,88.888887999999994,"8",88.888887999999994,8888,88888,1,"C10","C15",5,"8","",0,2,"U400","8",4,2,2,3,8,0,0,0,3,0,0,0,"PI( C10 )PI",8,2,2,2,2
45342582,"IT","ITH","ITH4",46.315539999999999,"E",12.763075000000001,"02/01/09","3","X",8888,88.888887999999994,"8",88.888887999999994,8888,88888,1,"C10","C15",5,"8","",0,2,"U400","8",4,2,2,3,8,0,0,0,3,0,0,0,"PI( C10 )PI",8,2,2,2,2
45342590,"IT","ITH","ITH4",46.387532,"E",12.76679,"02/01/09","3","X",8888,88.888887999999994,"8",88.888887999999994,8888,88888,1,"C10","C15",5,"8","",0,2,"U400","8",4,2,2,3,8,0,0,0,3,0,0,0,"PI( C10 G20 C10 )PI",8,2,2,2,2
45362272,"IT","ITI","ITI3",43.52243,"E",12.653136,"02/01/09","3","X",8888,88.888887999999994,"8",88.888887999999994,8888,88888,1,"C10","C18",5,"8","",0,2,"U400","8",4,2,2,3,8,0,0,0,3,0,0,0,"PI( C10 )PI",8,2,2,2,2
45362596,"IT","ITH","ITH4",46.440849999999998,"E",12.795567999999999,"02/01/09","3","X",8888,88.888887999999994,"8",88.888887999999994,8888,88888,1,"C10","C15",5,"8","",0,2,"U400","8",4,2,2,3,8,0,0,0,3,0,0,0,"PI( C10 F00 C10 )PI",8,2,2,2,2
45402578,"IT","ITH","ITH4",46.277507,"E",12.838938000000001,"02/01/09","3","X",8888,88.888887999999994,"8",88.888887999999994,8888,88888,1,"C10","C15",5,"8","",0,2,"U400","8",4,2,2,3,8,0,0,0,3,0,0,0,"PI( C10 )PI",8,2,2,2,2
45402602,"IT","ITH","ITH4",46.493470000000002,"E",12.850415,"02/01/09","3","X",8888,88.888887999999994,"8",88.888887999999994,8888,88888,1,"E20","",5,"8","",0,2,"U400","8",1,0,0,3,8,0,0,0,3,0,0,0,"PI( E20 F00 C10 )PI",8,2,2,2,2
45422172,"IT","ITI","ITI2",42.618426999999997,"E",12.685791,"02/01/09","3","X",8888,88.888887999999994,"8",88.888887999999994,8888,88888,1,"C10","C18",5,"8","",0,2,"U364","8",4,2,2,3,8,0,0,0,3,0,0,0,"PI( C10 )PI",8,2,2,2,2
45422262,"IT","ITI","ITI2",43.430315999999998,"E",12.722913,"02/01/09","3","X",8888,88.888887999999994,"8",88.888887999999994,8888,88888,1,"C10","C18",5,"8","",0,2,"U364","8",2,2,2,3,8,0,0,0,3,0,0,0,"PI( C10 F00 C10 E20 C10 E20 C10 F00 C10 )PI",8,2,2,2,2
45422266,"IT","ITI","ITI3",43.466386,"E",12.724594,"02/01/09","3","X",8888,88.888887999999994,"8",88.888887999999994,8888,88888,1,"C10","C18",5,"8","",0,2,"U400","8",4,2,2,3,8,0,0,0,3,0,0,0,"PI( C10 )PI",8,2,2,2,2
45422284,"IT","ITI","ITI3",43.628691000000003,"E",12.732196999999999,"02/01/09","3","X",8888,88.888887999999994,"8",88.888887999999994,8888,88888,1,"C10","C18",5,"8","",0,2,"U400","8",4,2,2,3,8,0,0,0,3,0,0,0,"PI( C10 )PI",8,2,2,2,2
45422582,"IT","ITH","ITH4",46.312812000000001,"E",12.866764,"02/01/09","3","X",8888,88.888887999999994,"8",88.888887999999994,8888,88888,1,"C10","C15",5,"8","",0,2,"U400","8",4,2,2,3,8,0,0,0,3,0,0,0,"PI( C10 )PI",8,2,2,2,2
45442584,"IT","ITH","ITH4",46.330111000000002,"E",12.893656,"02/01/09","3","X",8888,88.888887999999994,"8",88.888887999999994,8888,88888,1,"D10","",5,"8","",0,2,"U400","8",3,2,2,3,8,0,0,0,3,0,0,0,"PI( D10 C10 61 C10 61 C10 )PI",8,2,2,2,2
45462180,"IT","ITI","ITI2",42.689317000000003,"E",12.73767,"02/01/09","3","X",8888,88.888887999999994,"8",88.888887999999994,8888,88888,1,"C10","C18",5,"8","",0,2,"U400","8",4,2,2,3,8,0,0,0,3,0,0,0,"PI( C10 61 C10 61 C10 )PI",8,2,2,2,2
45462570,"IT","ITH","ITH4",46.203425000000003,"E",12.912746,"02/01/09","3","X",8888,88.888887999999994,"8",88.888887999999994,8888,88888,1,"C10","C15",5,"8","",0,2,"U400","8",4,2,2,3,8,0,0,0,3,0,0,0,"PI( C10 )PI",8,2,2,2,2
45462580,"IT","ITH","ITH4",46.293413000000001,"E",12.917627,"02/01/09","3","X",8888,88.888887999999994,"8",88.888887999999994,8888,88888,1,"C10","C15",5,"8","",0,2,"U400","8",4,2,2,3,8,0,0,0,3,0,0,0,"PI( C10 )PI",8,2,2,2,2
45482134,"IT","ITI","ITI4",42.273508999999997,"E",12.742971000000001,"02/01/09","3","X",8888,88.888887999999994,"8",88.888887999999994,8888,88888,1,"C10","C18",5,"8","",0,2,"U400","8",4,2,2,3,8,0,0,0,3,0,0,0,"PI( C10 61 C10 Bx1 D20 C10 )PI",8,2,2,2,2
42222534,"IT","ITC","ITC4",45.911209999999997,"E",8.7255970000000005,"02/01/09","3","X",8888,88.888887999999994,"8",88.888887999999994,8888,88888,1,"C10","C15",5,"8","",0,2,"U400","8",4,2,2,3,8,0,0,0,3,0,0,0,"PI( C10 )PI",8,2,2,2,2
42241764,"IT","ITG","ITG2",38.95664,"E",8.8878489999999992,"02/01/09","3","X",8888,88.888887999999994,"8",88.888887999999994,8888,88888,1,"C10","C19",5,"8","",0,2,"U400","8",4,2,2,3,8,0,0,0,3,0,0,0,"PI( C10 )PI",8,2,2,2,2
42241774,"IT","ITG","ITG2",39.047266999999998,"E",8.8863310000000002,"02/01/09","3","X",8888,88.888887999999994,"8",88.888887999999994,8888,88888,1,"C10","C19",5,"8","",0,2,"U364","8",4,2,2,3,8,0,0,0,3,0,0,0,"PI( C10 G20 10 G20 )PI",8,2,2,2,2
42242380,"IT","ITC","ITC1",44.523781999999997,"E",8.7821929999999995,"02/01/09","3","X",8888,88.888887999999994,"8",88.888887999999994,8888,88888,1,"C10","C18",5,"8","",0,2,"U364","8",4,2,2,3,8,0,0,0,3,0,0,0,"PI( C10 )PI",8,2,2,2,2
42242386,"IT","ITC","ITC1",44.577874000000001,"E",8.7810279999999992,"02/01/09","3","X",8888,88.888887999999994,"8",88.888887999999994,8888,88888,1,"C10","C15",5,"8","",0,2,"U364","8",4,2,2,3,8,0,0,0,3,0,0,0,"PI( C10 )PI",8,2,2,2,2
42242548,"IT","ITC","ITC4",46.037609000000003,"E",8.7484310000000001,"02/01/09","3","X",8888,88.888887999999994,"8",88.888887999999994,8888,88888,1,"C10","C15",5,"8","",0,2,"U364","8",4,2,2,3,8,0,0,0,3,0,0,0,"PI( C10 24 C10 )PI",8,2,2,2,2
42261766,"IT","ITG","ITG2",38.975028000000002,"E",8.9104810000000008,"02/01/09","3","X",8888,88.888887999999994,"8",88.888887999999994,8888,88888,1,"C10","C19",4,"8","",0,2,"U400","8",4,2,2,3,8,0,0,0,3,0,0,0,"PI( C10 )PI",8,2,2,2,2
42261780,"IT","ITG","ITG2",39.101900000000001,"E",8.9083959999999998,"02/01/09","3","X",8888,88.888887999999994,"8",88.888887999999994,8888,88888,1,"C10","C19",5,"8","",0,2,"U364","8",4,2,2,3,8,0,0,0,3,0,0,0,"PI( C10 )PI",8,2,2,2,2
42281772,"IT","ITG","ITG2",39.029660999999997,"E",8.9325419999999998,"02/01/09","3","X",8888,88.888887999999994,"8",88.888887999999994,8888,88888,1,"C10","C19",5,"8","",0,2,"U400","8",4,2,2,3,8,0,0,0,3,0,0,0,"PI( C10 61 C10 61 C10 )PI",8,2,2,2,2
42281776,"IT","ITG","ITG2",39.065910000000002,"E",8.9319590000000009,"02/01/09","3","X",8888,88.888887999999994,"8",88.888887999999994,8888,88888,1,"C10","C19",4,"8","",0,2,"U400","8",4,2,2,3,8,0,0,0,3,0,0,0,"PI( C10 D10 D20 )PI",8,2,2,2,2
42281916,"IT","ITG","ITG2",40.333705000000002,"E",8.9109630000000006,"02/01/09","3","X",8888,88.888887999999994,"8",88.888887999999994,8888,88888,1,"D10","",4,"8","",0,2,"U364","8",3,1,0,3,8,0,0,0,3,0,0,0,"PI( D10 D20 )PI",8,2,2,2,2
42282384,"IT","ITC","ITC3",44.560419000000003,"E",8.8316599999999994,"02/01/09","3","X",8888,88.888887999999994,"8",88.888887999999994,8888,88888,1,"E20","",5,"8","",0,2,"U364","8",3,0,0,3,8,0,0,0,3,0,0,0,"PI( E20 E10 )PI",8,2,2,2,2
