"POINT_ID","NUTS0","NUTS1","NUTS2","TH_LAT","TH_LONG","SURVEY_DATE","OBS_TYPE","PI_EXTENSION","GPS_PROJ","GPS_PREC","GPS_LAT","GPS_EW","GPS_LONG","GPS_ALTITUDE","OBS_DIST","OBS_DIR","LC1","LC1_SPECIES","LC1_PCT","LC2","LC2_SPECIES","LC2_PCT","OBS_RADIUS","LU1","LU1_TYPE","LU1_PCT","LU2","LU2_TYPE","LU2_PCT","AREA_SIZE","TREES_HEIGHT_MATURITY","TREES_HEIGHT_SURVEY","FEATURE_WIDTH","LAND_MNGT","LC_LU_SPECIAL_REMARK","PROTECTED_AREA","WM","WM_SOURCE","WM_TYPE","WM_DELIVERY","SOIL_TAKEN","SOIL_PLOUGH","SOIL_CROP","SOIL_STONES","PHOTO_P","PHOTO_N","PHOTO_E","PHOTO_S","PHOTO_W","INSPIRE_PLCC1","INSPIRE_PLCC2","INSPIRE_PLCC3","INSPIRE_PLCC4","INSPIRE_PLCC5","INSPIRE_PLCC6","INSPIRE_PLCC7","INSPIRE_PLCC8","TRANSECT"
50664042,"EE","EE0","EE00",58.865729039,22.971066291,"20/05/15",1,"",1,7,58.86567,"E",22.97101,20,0,1,"C32","C322",6,"8","8",8,2,"U120","8",7,"8","8",8,3,2,2,2,2,7,4,8,8,8,8,4,8,8,8,1,1,1,1,1,55,30,0,5,10,0,0,0,"C32;E10;C22;E10;C32;E10;C22;E10;C22"
50683980,"EE","EE0","EE00",58.315560027,22.804481333,"15/06/15",2,"",1,4,58.31525,"E",22.80714,12,159,1,"E20","8",7,"8","8",8,2,"U111","8",7,"8","8",8,4,8,8,8,1,7,4,3,5,5,4,4,8,8,8,1,1,1,1,1,0,0,0,100,0,0,0,0,"E20;23;E20;C10;E20;C10"
50683998,"EE","EE0","EE00",58.474366464,22.861993204,"18/06/15",1,"",1,3,58.47437,"E",22.86196,18,0,1,"B13","8",6,"8","8",8,1,"U111","8",7,"8","8",8,3,8,8,8,2,7,4,3,5,5,4,4,8,8,8,1,1,1,1,1,0,0,0,0,0,0,0,0,"B13;B51;E10;31;E10;C10"
50684002,"EE","EE0","EE00",58.509653665,22.874855009,"12/06/15",1,"",1,3,58.50965,"E",22.87483,21,0,1,"B13","8",7,"8","8",8,1,"U111","8",7,"8","8",8,4,8,8,8,2,7,4,5,8,8,8,4,8,8,8,1,1,1,1,1,0,0,0,0,0,0,0,0,"B13;E30;C10;E30;B45"
50703996,"EE","EE0","EE00",58.453489759,22.889260826,"17/06/15",1,"",1,5,58.45351,"E",22.88927,18,0,1,"C10","C10D",6,"8","8",8,2,"U120","8",7,"8","8",8,4,2,2,2,2,7,4,8,8,8,8,4,8,8,8,1,1,1,1,1,15,70,5,10,0,0,0,0,"C10;61;C10"
50704006,"EE","EE0","EE00",58.541697994,22.921513645,"12/06/15",1,"",1,6,58.54172,"E",22.92148,29,0,1,"C10","C10D",6,"8","8",8,2,"U120","8",7,"8","8",8,4,2,2,2,2,7,4,8,8,8,8,4,8,8,8,1,1,1,1,1,0,85,0,15,0,0,0,0,"C10"
50704014,"EE","EE0","EE00",58.612259414,22.94745074,"12/06/15",1,"",1,5,58.61224,"E",22.94745,16,0,1,"C22","C222",5,"8","8",8,2,"U120","8",7,"8","8",8,4,2,2,2,2,7,4,8,8,8,8,4,8,8,8,1,1,1,1,1,70,5,5,20,0,0,0,0,"C22"
50704042,"EE","EE0","EE00",58.859187952,23.039186757,"19/05/15",1,"",1,5,58.85921,"E",23.03927,17,0,1,"C32","C322",7,"8","8",8,2,"U120","8",7,"8","8",8,4,2,2,2,2,7,4,8,8,8,8,4,8,8,8,1,1,1,1,1,60,30,5,5,0,0,0,0,"C32;E10;61;01;C22;E30;F40"
50723994,"EE","EE0","EE00",58.432608035,22.916498427,"17/06/15",1,"",1,5,58.43257,"E",22.91654,15,0,1,"C10","C10D",7,"8","8",8,2,"U120","8",7,"8","8",8,2,2,2,2,2,7,4,8,8,8,8,1,2,2,1,1,1,1,1,1,0,90,0,10,0,0,0,0,"C10;31;C10;61;14;B13"
50743986,"EE","EE0","EE00",58.358802042,22.924393195,"17/06/15",1,"",1,8,58.35879,"E",22.92436,13,0,1,"C10","C10D",7,"8","8",8,2,"U120","8",7,"8","8",8,4,2,2,2,2,7,4,8,8,8,8,4,8,8,8,1,1,1,1,1,0,90,0,10,0,0,0,0,"C10;C32;C10"
50743990,"EE","EE0","EE00",58.394081837,22.937261016,"17/06/15",1,"",1,3,58.39407,"E",22.93728,13,0,1,"C22","C222",5,"8","8",8,2,"U120","8",7,"8","8",8,3,2,2,2,2,7,4,8,8,8,8,4,8,8,8,1,1,1,1,1,50,10,30,10,0,0,0,0,"C22;H11"
50744062,"EE","EE0","EE00",59.028918142,23.17406152,"01/10/15",1,"",1,4,59.02889,"E",23.17407,14,0,1,"C33","C33E",5,"8","8",8,2,"U120","8",7,"8","8",8,2,2,2,2,1,7,4,8,8,8,8,4,8,8,8,1,1,1,1,1,30,30,0,35,0,0,0,5,"C33;E10;23;C23;C31"
50764006,"EE","EE0","EE00",58.531922587,23.02278021,"12/06/15",1,"",1,3,58.53191,"E",23.02276,23,0,1,"B11","8",7,"8","8",8,1,"U111","8",7,"8","8",8,3,8,8,8,2,7,4,5,8,8,8,4,8,8,8,1,1,1,1,1,0,0,0,0,0,0,0,0,"B11;E30;B15"
50643972,"EE","EE0","EE00",58.251369473,22.712098696,"15/06/15",1,"",1,3,58.25137,"E",22.71212,5,0,1,"E20","8",7,"8","8",8,2,"U111","8",7,"8","8",8,4,8,8,8,1,7,4,5,8,8,8,4,8,8,8,1,1,1,1,1,0,0,0,100,0,0,0,0,"E20;C10;61;E20;C10;E20;C10;E10;E20;61;E10;H11"
50784014,"EE","EE0","EE00",58.599179511,23.082716966,"20/06/15",1,"",1,5,58.59919,"E",23.08276,12,0,1,"E20","8",7,"8","8",8,2,"U111","8",7,"8","8",8,3,8,8,8,2,7,4,5,8,8,8,4,8,8,8,1,1,1,1,1,0,0,0,100,0,0,0,0,"E20;21;A;E10;14;E20;C10"
50784058,"EE","EE0","EE00",58.987020798,23.228977205,"01/10/15",1,"",1,6,58.98703,"E",23.2289,12,0,1,"C10","C10D",7,"8","8",8,2,"U120","8",7,"8","8",8,4,2,2,2,1,7,1,8,8,8,8,4,8,8,8,1,1,1,1,1,0,90,0,5,0,0,0,5,"C10;23;32;C10;PI;C10;PI"
50784062,"EE","EE0","EE00",59.022271865,23.242461148,"01/10/15",1,"",1,6,59.02227,"E",23.24248,18,0,1,"C22","C222",6,"8","8",8,2,"U120","8",7,"8","8",8,3,2,2,2,2,7,4,8,8,8,8,4,8,8,8,1,1,1,1,1,70,10,10,10,0,0,0,0,"C22;E10;C22;PI;C22;PI"
50804000,"EE","EE0","EE00",58.472467136,23.07064957,"19/06/15",1,"",1,4,58.47247,"E",23.07067,4,0,1,"B14","8",7,"8","8",8,1,"U111","8",7,"8","8",8,3,8,8,8,2,7,4,3,5,5,4,4,8,8,8,1,1,1,1,1,0,0,0,0,0,0,0,0,"B14;01;61;C10;B55"
50804006,"EE","EE0","EE00",58.52536383,23.09026238,"19/06/15",1,"",1,11,58.5252,"E",23.0903,13,19,1,"C10","C10D",7,"8","8",8,2,"U120","8",7,"8","8",8,3,2,2,2,2,7,4,8,8,8,8,4,8,8,8,1,1,1,1,1,0,90,5,5,0,0,0,0,"C10;PI;C10;PI"
50804060,"EE","EE0","EE00",59.001312518,23.269889521,"01/10/15",1,"",1,6,59.00132,"E",23.26998,17,0,1,"C22","C222",7,"8","8",8,2,"U120","8",7,"8","8",8,3,2,2,2,2,7,1,8,8,8,8,4,8,8,8,1,1,1,1,1,60,20,5,5,10,0,0,0,"C22;E10;C32"
50824022,"EE","EE0","EE00",58.663101834,23.176757884,"21/06/15",1,"",1,4,58.6631,"E",23.17673,19,0,1,"E10","8",7,"8","8",8,2,"U120","8",7,"8","8",8,2,2,1,2,2,7,4,8,8,8,8,4,8,8,8,1,1,1,1,1,0,5,10,85,0,0,0,0,"E10;C22"
50824062,"EE","EE0","EE00",59.015591658,23.310836449,"01/10/15",1,"",1,3,59.01555,"E",23.31079,20,0,1,"E20","8",7,"8","8",8,2,"U111","8",7,"8","8",8,3,8,8,8,2,7,4,5,8,8,8,4,8,8,8,1,1,1,1,1,0,0,0,90,0,0,10,0,"E20;C10"
50844060,"EE","EE0","EE00",58.994619161,23.338219858,"01/10/15",1,"",1,6,58.99467,"E",23.33823,6,0,1,"C32","C322",6,"8","8",8,2,"U120","8",7,"8","8",8,3,2,2,2,2,7,2,8,8,8,8,4,8,8,8,1,1,1,1,1,40,40,10,10,0,0,0,0,"C32;E30;C10;62;C10;31;C10;31;14;E20"
50864016,"EE","EE0","EE00",58.603590437,23.224521004,"20/06/15",1,"",1,6,58.60358,"E",23.22449,24,0,2,"A11","8",7,"8","8",8,1,"U361","8",7,"8","8",8,1,8,8,8,8,7,4,8,8,8,8,4,8,8,8,1,1,1,1,1,0,0,0,0,0,0,0,0,"A;C10;A"
50884000,"EE","EE0","EE00",58.459271485,23.205353705,"19/06/15",1,"",1,4,58.45927,"E",23.20538,1,0,1,"C22","C222",5,"8","8",8,2,"U120","8",7,"8","8",8,3,2,2,2,2,7,4,8,8,8,8,4,8,8,8,1,1,1,1,1,70,0,25,5,0,0,0,0,"C22"
50884018,"EE","EE0","EE00",58.617886861,23.264970305,"21/06/15",3,"",1,5,58.6173,"E",23.26686,18,125,1,"C10","C10D",7,"8","8",8,2,"U120","8",7,"8","8",8,4,2,2,2,2,7,4,8,8,8,8,4,8,8,8,8,1,1,1,1,0,100,0,0,0,0,0,0,"PI;C10;PI;C10;31;14;62;E20"
50924022,"EE","EE0","EE00",58.646442422,23.345970213,"21/06/15",1,"",1,3,58.64644,"E",23.34601,15,0,1,"C22","C222",3,"8","8",8,2,"U420","8",7,"8","8",8,4,2,2,2,2,7,1,8,8,8,8,4,8,8,8,1,1,1,1,1,20,0,70,10,0,0,0,0,"C22;H21;D10;H21;C22;61;C22;E30;G30;X"
50924080,"EE","EE0","EE00",59.157236435,23.543775898,"19/07/15",1,"",1,5,59.15725,"E",23.54382,24,0,1,"C31","C312",7,"8","8",8,2,"U120","8",7,"8","8",8,4,2,2,2,2,7,4,8,8,8,8,4,8,8,8,1,1,1,1,1,60,30,0,5,5,0,0,0,"C31;C33"
50944000,"EE","EE0","EE00",58.44928721,23.306320681,"19/06/15",2,"",1,5,58.44855,"E",23.30141,1,296,1,"H21","8",7,"8","8",8,2,"U420","8",7,"8","8",8,4,8,8,8,2,7,4,8,8,8,8,4,8,8,8,1,1,1,1,1,0,0,0,0,0,0,0,0,"H21;PI;H21;PI"
50944078,"EE","EE0","EE00",59.136216636,23.571121387,"19/07/15",1,"",1,9,59.13623,"E",23.57118,16,0,1,"C10","C10D",7,"8","8",8,2,"U120","8",7,"8","8",8,3,2,2,2,2,7,4,8,8,8,8,4,8,8,8,1,1,1,1,1,0,100,0,0,0,0,0,0,"C10;C22;61;E10;24;E10;24;E10;E20;E10"
50764060,"EE","EE0","EE00",59.007971971,23.201534845,"01/10/15",1,"",1,6,59.00789,"E",23.20152,12,0,1,"C10","C10D",7,"8","8",8,2,"U120","8",7,"8","8",8,4,2,2,2,2,7,4,8,8,8,8,4,8,8,8,1,1,1,1,1,0,90,0,5,0,0,0,5,"C10;C31"
50964040,"EE","EE0","EE00",58.798236679,23.474574587,"26/05/15",1,"",1,4,58.79821,"E",23.47458,13,0,1,"D10","8",3,"8","8",8,2,"U420","8",7,"8","8",8,3,1,1,8,2,7,4,8,8,8,8,4,8,8,8,1,1,1,1,1,5,0,15,80,0,0,0,0,"D10;C22;D20"
50964062,"EE","EE0","EE00",58.991944013,23.549956875,"21/07/15",1,"",1,3,58.99195,"E",23.54997,15,0,1,"B15","8",7,"8","8",8,1,"U111","8",7,"8","8",8,3,8,8,8,2,7,4,3,5,5,4,4,8,8,8,1,1,1,1,1,0,0,0,0,0,0,0,0,"B15;E20"
50964076,"EE","EE0","EE00",59.115191914,23.598435854,"19/07/15",1,"",1,6,59.11518,"E",23.59842,19,0,1,"E20","8",7,"8","8",8,2,"U111","8",7,"8","8",8,1,8,8,8,2,7,4,5,8,8,8,1,2,1,1,1,1,1,1,1,0,0,0,100,0,0,0,0,"E20;24;E20;C23;C21"
50964086,"EE","EE0","EE00",59.203216332,23.633308991,"20/07/15",1,"",1,5,59.20321,"E",23.63333,10,0,1,"C32","C322",7,"8","8",8,2,"U120","8",7,"8","8",8,2,2,2,2,2,7,4,8,8,8,8,4,8,8,8,1,1,1,1,1,30,50,10,10,0,0,0,0,"C32;24;C32;01;62;01;24;C10;31;C10;E20;C10;31;C10;E20;C10;31;C10"
51584010,"EE","EE0","EE00",58.425921864,24.415738592,"05/05/15",1,"",1,5,58.42594,"E",24.41576,18,0,1,"E20","8",7,"8","8",8,2,"U111","8",7,"8","8",8,4,8,8,8,1,7,4,3,5,5,4,4,8,8,8,1,1,1,1,1,0,0,0,100,0,0,0,0,"E20;14;31;E20;24;E20;62;01;31;E20;14;31"
51584028,"EE","EE0","EE00",58.583910556,24.480679151,"12/05/15",1,"",1,7,58.5839,"E",24.48071,26,0,1,"E10","8",7,"8","8",8,2,"U120","8",7,"8","8",8,3,2,1,2,2,7,4,8,8,8,8,4,8,8,8,1,1,1,1,1,5,0,10,85,0,0,0,0,"E10;C21;E20;14;31;E20;61;E20;31;C33"
51584052,"EE","EE0","EE00",58.794513036,24.568323487,"04/10/15",1,"",1,3,58.79453,"E",24.56834,30,1,1,"B11","8",5,"8","8",8,1,"U111","8",7,"8","8",8,3,8,8,8,2,7,4,3,5,5,4,4,8,8,8,1,1,1,1,1,0,0,0,0,0,0,0,0,"B11;E20;61;01;B11;E20;C10"
51584056,"EE","EE0","EE00",58.829607945,24.58304983,"26/06/15",1,"",1,3,58.82963,"E",24.58301,32,0,1,"E30","8",7,"8","8",8,2,"U112","8",7,"8","8",8,3,8,8,8,2,7,4,5,8,8,8,4,8,8,8,1,1,1,1,1,0,0,0,100,0,0,0,0,"E30;24;E20;61;C10;01;62;01;31;C31;31;15;01;62;E20"
51584070,"EE","EE0","EE00",58.952427638,24.634862843,"29/06/15",1,"",1,5,58.95242,"E",24.63483,52,0,1,"C31","C312",6,"8","8",8,2,"U120","8",7,"8","8",8,4,2,2,2,2,7,4,8,8,8,8,4,8,8,8,1,1,1,1,1,55,30,0,10,5,0,0,0,"C31"
51584082,"EE","EE0","EE00",59.057686107,24.679612137,"29/06/15",1,"",1,4,59.05769,"E",24.67962,66,0,1,"B13","8",7,"8","8",8,1,"U111","8",7,"8","8",8,4,8,8,8,2,7,4,3,5,5,4,4,8,8,8,1,1,1,1,1,0,0,0,0,0,0,0,0,"B13;01;14;31;C10;E20"
51584100,"EE","EE0","EE00",59.215546652,24.747328637,"05/10/15",1,"",1,5,59.21549,"E",24.74735,52,0,2,"C31","C312",4,"8","8",8,2,"U120","8",7,"8","8",8,4,2,2,2,2,7,4,8,8,8,8,2,8,8,8,1,1,1,1,1,20,60,10,10,0,0,0,0,"C31;E20"
51584118,"EE","EE0","EE00",59.373374277,24.815765959,"05/10/15",1,"",1,3,59.37336,"E",24.81582,50,0,1,"B32","8",7,"8","8",8,1,"U111","8",7,"8","8",8,4,8,8,8,2,2,4,5,8,8,8,4,8,8,8,1,1,1,1,1,0,0,0,0,0,0,0,0,"B32"
51584128,"EE","EE0","EE00",59.461041927,24.854102262,"20/06/15",1,"",1,3,59.46104,"E",24.85412,3,1,1,"E20","8",7,"8","8",8,2,"U111","8",7,"8","8",8,3,8,8,8,2,7,4,5,8,8,8,4,8,8,8,1,1,1,1,1,0,0,0,100,0,0,0,0,"E20;61;E20;24;E20;G21;E20;24;61;24;C32;61;C32"
51604006,"EE","EE0","EE00",58.387192985,24.434894581,"14/05/15",1,"",1,3,58.38711,"E",24.43466,3,16,1,"H21","8",7,"8","8",8,2,"U420","8",7,"8","8",8,4,8,8,8,2,7,1,8,8,8,8,4,8,8,8,1,1,1,1,1,0,0,0,0,0,0,0,0,"H21;PI;E20;PI"
51604032,"EE","EE0","EE00",58.615372577,24.528901182,"12/05/15",3,"",1,4,58.61539,"E",24.52813,33,41,1,"Bx1","8",7,"8","8",8,1,"U111","8",7,"8","8",8,1,8,8,8,2,7,4,5,8,8,8,4,8,8,8,1,1,1,1,1,0,0,0,0,0,0,0,0,"PI;Bx1;14;Bx1;C10;61;01;C10;PI;13;24;E20;C10;E20"
51604036,"EE","EE0","EE00",58.650471266,24.543489242,"10/05/15",1,"",1,7,58.65051,"E",24.5435,37,0,1,"C32","C322",6,"8","8",8,2,"U120","8",7,"8","8",8,3,2,2,2,2,7,4,8,8,8,8,4,8,8,8,1,1,1,1,1,50,30,5,5,10,0,0,0,"C32;E10;C32;E20;62;E20;C32"
52784000,"EE","EE0","EE00",58.107021568,26.3754215,"24/05/15",1,"",1,3,58.10706,"E",26.37545,93,2,1,"C23","C232",7,"8","8",8,2,"U120","8",7,"8","8",8,4,2,2,2,2,7,4,8,8,8,8,1,2,2,1,1,1,1,1,1,90,0,0,0,10,0,0,0,"C23;61;C21"
52784006,"EE","EE0","EE00",58.159311831,26.399597569,"24/05/15",1,"",1,3,58.15931,"E",26.39959,88,0,1,"E20","8",7,"8","8",8,2,"U111","8",7,"8","8",8,3,8,8,8,2,7,4,5,8,8,8,4,8,8,8,1,1,1,1,1,0,0,0,100,0,0,0,0,"E20;C31;E10;C10;E20;31;02;E20;C10;31;E20;61;31;E10;A;E20;C10"
52784024,"EE","EE0","EE00",58.316153944,26.472620857,"23/05/15",3,"",1,3,58.30906,"E",26.48817,70,1200,1,"C32","C322",7,"8","8",8,2,"U120","8",7,"8","8",8,3,2,2,2,2,7,4,8,8,8,8,4,8,8,8,8,1,1,1,1,55,30,0,15,0,0,0,0,"PI;C32;PI"
52784036,"EE","EE0","EE00",58.420691276,26.521719688,"13/06/15",1,"",1,3,58.42038,"E",26.52202,29,39,1,"C10","C10D",7,"8","8",8,2,"U120","8",7,"8","8",8,3,2,2,2,2,7,4,8,8,8,8,4,8,8,8,1,1,1,1,1,0,80,0,0,20,0,0,0,"C10;PI;31;C10;31;C10;PI"
52784042,"EE","EE0","EE00",58.472952665,26.546395329,"05/08/15",1,"",1,3,58.47296,"E",26.54642,60,1,1,"C31","C312",7,"8","8",8,2,"U120","8",7,"8","8",8,4,2,2,2,2,7,4,8,8,8,8,4,8,8,8,1,1,1,1,1,65,30,0,5,0,0,0,0,"C31;C10;PI;C10;E30;C10;PI"
52784054,"EE","EE0","EE00",58.577460795,26.596001146,"05/08/15",3,"",1,3,58.57965,"E",26.60542,64,598,1,"C33","C332",5,"8","8",8,2,"U120","8",7,"8","8",8,3,2,2,2,2,7,4,8,8,8,8,4,8,8,8,8,1,1,1,1,30,40,0,30,0,0,0,0,"PI;C33;C10;61;C10;PI"
52784060,"EE","EE0","EE00",58.629707499,26.620932164,"07/08/15",3,"",1,3,58.62836,"E",26.61619,63,313,1,"E20","8",7,"8","8",8,2,"U111","8",7,"8","8",8,3,8,8,8,2,7,4,5,8,8,8,4,8,8,8,8,1,1,1,1,0,0,0,100,0,0,0,0,"PI;E20;C10;E20;C10;01;31;E20;C10;31;C10;E20;C10;31;C10;E20;E10;PI"
52784072,"EE","EE0","EE00",58.734186087,26.671052543,"07/08/15",3,"",1,3,58.73133,"E",26.66912,95,337,1,"D10","8",5,"8","8",8,1,"U120","8",7,"8","8",8,1,8,8,8,2,7,4,8,8,8,8,2,8,8,8,8,1,1,1,1,0,5,50,45,0,0,0,0,"PI;D10;C10;31;C10;PI"
52784078,"EE","EE0","EE00",58.786417933,26.696242762,"18/08/15",1,"",1,3,58.78641,"E",26.69622,75,2,1,"E10","8",7,"8","8",8,2,"U120","8",7,"8","8",8,3,2,2,2,2,3,4,8,8,8,8,4,8,8,8,1,1,1,1,1,0,5,10,80,0,0,0,5,"E10;C31;31;C31;PI;C31;PI"
52784090,"EE","EE0","EE00",58.890866628,26.746885426,"14/07/15",1,"",1,3,58.89116,"E",26.74853,50,99,1,"C10","C10C",5,"8","8",8,2,"U120","8",7,"8","8",8,4,2,2,2,2,7,4,8,8,8,8,4,8,8,8,1,1,1,1,1,10,60,0,30,0,0,0,0,"C10;G21;H11;E30;C10;31;01;62;01;31;24;C10;31;D10"
52784096,"EE","EE0","EE00",58.943083437,26.772338746,"14/07/15",1,"",1,3,58.94309,"E",26.77235,67,2,1,"E20","8",7,"8","8",8,2,"U111","8",7,"8","8",8,3,8,8,8,2,7,4,5,8,8,8,4,8,8,8,1,1,1,1,1,0,0,0,100,0,0,0,0,"E20;24;E20;B13;01;62;E20"
52784114,"EE","EE0","EE00",59.099703464,26.84923197,"16/08/15",1,"",1,4,59.09971,"E",26.84921,77,2,1,"C31","C312",7,"8","8",8,2,"U120","8",7,"8","8",8,4,2,2,2,2,7,4,8,8,8,8,4,8,8,8,1,1,1,1,1,35,35,0,30,0,0,0,0,"C31;31;C31;31;01;61;01;C21"
52784126,"EE","EE0","EE00",59.204091272,26.90094299,"24/08/15",1,"",1,4,59.20408,"E",26.90095,71,2,1,"C10","C10D",4,"8","8",8,2,"U120","8",7,"8","8",8,3,2,1,2,2,3,4,8,8,8,8,4,8,8,8,1,1,1,1,1,10,40,0,50,0,0,0,0,"C10;C23;01;31;01;61;01;31;01;C23"
52784150,"EE","EE0","EE00",59.41280481,27.005458733,"25/08/15",1,"",1,3,59.4128,"E",27.00547,18,1,1,"C31","C312",4,"8","8",8,2,"U120","8",7,"8","8",8,2,2,1,2,2,7,4,8,8,8,8,4,8,8,8,1,1,1,1,1,10,15,0,75,0,0,0,0,"C31;E30;C10;E30;C10;01;G21;PI;C10;01;62;E20;C10;B75;61;C10;32;C10;PI"
52803958,"EE","EE0","EE00",57.736803693,26.241203712,"02/05/15",1,"",1,3,57.73682,"E",26.24121,69,1,1,"C10","C10D",7,"8","8",8,2,"U120","8",7,"8","8",8,3,2,2,2,2,7,4,8,8,8,8,4,8,8,8,1,1,1,1,1,0,90,0,10,0,0,0,0,"C10;C31;PI;C31;PI"
52803976,"EE","EE0","EE00",57.893739436,26.312407812,"17/06/15",1,"",1,3,57.89379,"E",26.31246,61,6,1,"C31","C312",6,"8","8",8,2,"U120","8",7,"8","8",8,4,2,2,2,2,7,4,8,8,8,8,4,8,8,8,1,1,1,1,1,40,40,0,5,5,0,10,0,"C31;C10;C31;31;C31"
52803986,"EE","EE0","EE00",57.980907692,26.352277618,"21/05/15",1,"",1,3,57.98091,"E",26.35233,202,2,1,"C31","C312",7,"8","8",8,2,"U120","8",7,"8","8",8,3,2,2,2,2,7,4,8,8,8,8,4,8,8,8,1,1,1,1,1,70,30,0,0,0,0,0,0,"C31;61;C31;61;E20;C31"
52803994,"EE","EE0","EE00",58.050632834,26.384335469,"24/05/15",3,"",1,3,58.05085,"E",26.38224,162,125,1,"C21","C212",7,"8","8",8,2,"U120","8",7,"8","8",8,4,2,2,2,2,7,4,8,8,8,8,4,8,8,8,8,1,1,1,1,80,0,0,20,0,0,0,0,"PI;C21;61;C10;32;C31;C10;PI"
